id,comment_id,drug_id,sentence_index,sentences,ADR,WD,EF,INF,SSI,DI,Findings,others,rating,category
784,117,lexapro.117,6,I recommend Lexapro.,,,,,,,,1,4,ssri
785,118,lexapro.118,1,"1)  Strong headaches for the first 1-2 months, 2)  Interest in sex has decreased significantly (50-75%).",1,,,,,,,0,4,ssri
786,118,lexapro.118,2,Lexapro keeps me out of deep depression.,,,1,,1,1,,0,4,ssri
787,118,lexapro.118,3,This medicine is not a magic cure .,,,,,,,,1,4,ssri
788,118,lexapro.118,4,"I still have down days, and am frequently moody, But, life is better with it than without it.",,,1,1,1,1,,0,4,ssri
789,119,lexapro.119,1,"Dry mouth, some sleepiness and excessive yawning.",1,,,,,,,0,4,ssri
790,119,lexapro.119,2,This has been a god send for me.,,,1,,,,,0,4,ssri
791,119,lexapro.119,3,Before I was barely functional and honestly might not be here.,,,,,1,1,,0,4,ssri
792,119,lexapro.119,4,"Any side effects were , for me, tolerable compared to the benefits.",1,,,,,,,0,4,ssri
793,119,lexapro.119,5,They pretty much disappeared after two weeks or so.,,,,,,,,1,4,ssri
794,120,lexapro.120,1,"At first: Headache, nausea, trembling belly, loss of appetite, nervousness (All went away in a few weeks.).",1,,,,,,,0,4,ssri
795,120,lexapro.120,2,I'm also on Xanax (have been for many years).,,,,,,,,1,4,ssri
796,120,lexapro.120,3,10mgs daily Lexapro has helped my anxiety and has chilled me out.,,,1,,1,1,,0,4,ssri
797,120,lexapro.120,4,I don't get as upset about things nor do I worry myself crazy anymore.,,,1,,1,1,,0,4,ssri
798,120,lexapro.120,5,"I am, however, TIRED!",1,,,,,,,0,4,ssri
799,120,lexapro.120,6,"Then again, with Xanax and Lexapro, I suppose anyone would be.",,,,,,,,1,4,ssri
800,120,lexapro.120,7,Vivid dreams but not nightmares.,1,,,,,,,0,4,ssri
801,120,lexapro.120,8,Libido is low but orgasm is possible.,1,,,,,,,0,4,ssri
802,120,lexapro.120,9,Considering adding Wellbutrin for some energy and to counter slight weight gain.,,,,,,,,1,4,ssri
803,120,lexapro.120,10,My mood is definitely lifted although my energy is really low.,,,1,1,1,1,,0,4,ssri
804,121,lexapro.121,1,Low sex drive and trouble ejaculating.,1,,,,,,,0,4,ssri
805,121,lexapro.121,2,Increased craving for alcohol.,1,,,,,,,0,4,ssri
806,121,lexapro.121,3,"Overall feelling of ""numb brain"" as I call it, Trouble concentrating.",1,,,,,,,0,4,ssri
807,121,lexapro.121,4,"Poor short term memory, Low motivation.",1,,,,,,,0,4,ssri
808,121,lexapro.121,5,I had spent approximately 15-16 years taking Prozac.,,,,,,,,1,4,ssri
809,121,lexapro.121,6,"I felt like it wasn't working well for me anymore so about 10 years ago, I was switched to Lexapro.",,,,,,,,1,4,ssri
810,121,lexapro.121,7,"Over the 10 years, it has done a great job at lowering my anxiety and evening me out.",,,1,,1,1,,0,4,ssri
811,121,lexapro.121,8,"I worried less about things and was able to cope with issues and problems much better, Overall, I felt much better.",,,1,,,,,0,4,ssri
812,121,lexapro.121,9,"But after 10 years of taking it, I feel like my brain has become dull and numb.",1,,,,,,,0,4,ssri
813,121,lexapro.121,10,It has become difficult to concentrate on anything or to get motivated to do anything.,1,,,,,,,0,4,ssri
814,121,lexapro.121,11,It has started to affect my job as there are days I just sit and stare at my computer and don't feel like doing anything and just can not think.,1,,,,,,,0,4,ssri
815,121,lexapro.121,12,I seem to be tired and unmotivated to do anything anymore.,1,,,,,,,0,4,ssri
816,121,lexapro.121,13,Even things at home that I used to find enjoyable before.,,,,,,,,1,4,ssri
817,121,lexapro.121,14,Think maybe it is time for a change in meds.,,,,,,,,1,4,ssri
818,122,lexapro.122,1,"weight gain, fatigue, unable to orgasm during intercourse, insomnia, lack of sympathy, apathy, losing hair.",1,,,,,,,0,4,ssri
819,122,lexapro.122,2,Works well for depression and anxiety.,,,1,,1,1,,0,4,ssri
820,122,lexapro.122,3,I'm calmer during stressful times.,,,1,,,,,0,4,ssri
821,122,lexapro.122,4,I cannot orgasm during intercourse and I've tried everything.,1,,,,,,,0,4,ssri
822,122,lexapro.122,5,If I take the medicine at night I won't go to sleep.,1,,,,,,,0,4,ssri
823,122,lexapro.122,6,If I take it mid-morning I want to sleep in the afternoon so I take it first thing in morning.,1,,,,,,,0,4,ssri
824,122,lexapro.122,7,I have been losing hair.,1,,,,,,,0,4,ssri
825,122,lexapro.122,8,I have gained weight.,1,,,,,,,0,4,ssri
826,122,lexapro.122,9,I do feel bursts of happiness throughout the day.,,,1,,,,,0,4,ssri
827,123,lexapro.123,1,not many at all!,,,,,,,,1,4,ssri
828,123,lexapro.123,2,possibly a bit of lower back pain.,1,,,,,,,0,4,ssri
829,123,lexapro.123,3,"life saver for ""intrusive thoughts"" brought on by anxiety",,,1,,1,1,,0,4,ssri
830,124,lexapro.124,1,incredible drowsiness .,1,,,,,,,0,4,ssri
831,124,lexapro.124,2,"napping many times a day for extended periods, night sweating.",1,,,,,,,0,4,ssri
832,124,lexapro.124,3,"Lexapro has been great as far as balancing out my mood, and making me feel much less anxious and happy overall, However, the drowsiness is becoming a pretty big problem, especially when I am sleeping an average of 12 hours a day (mostly in 4-5 hour naps).",1,,1,,1,1,,0,4,ssri
833,124,lexapro.124,4,"Night sweating happens about twice a week, and is a pretty small side effect.",1,,,,,,,0,4,ssri
834,125,lexapro.125,1,"low sex drive, weight gain, headache, irritable bowel, fatigue, spaciness.",1,,,,,,,0,4,ssri
835,125,lexapro.125,2,"love my husband but just do not feel like having sex very often, I can go sexless for months!",1,,,,,,,0,4,ssri
836,125,lexapro.125,3,"helps me in my job which is high energy and high stress, headaches can be debilitating and twice I had to be picked up from work because the headaches came on so strong I couldn't drive myself home",1,,1,,,,,0,4,ssri
837,126,lexapro.126,1,"Hair loss!, rashes, sexual loss.",1,,,,,,,0,4,ssri
838,126,lexapro.126,2,"I was very suicidal when put on Lexapro and it helped me relax a great deal, I was so much more happy on it but had to stop taking it due to it causing hair loss and it killed my sex drive and feeling.",1,,1,,1,1,,0,4,ssri
839,126,lexapro.126,3,I did act like a jerk on it as well a few times.,1,,,,,,,0,4,ssri
840,126,lexapro.126,4,Although if it wasn't for the hair loss and sexual side effects I would of stayed on it.,1,,1,,,,,0,4,ssri
841,126,lexapro.126,5,Hopefully I will have better luck with something else.,,,,,,,,1,4,ssri
842,126,lexapro.126,6,A very good drug to try,,,1,,,,,0,4,ssri
843,127,lexapro.127,1,,,,,,,,,1,4,ssri
844,128,lexapro.128,1,"Nausea on the first day, nightmares, racing heart, unable to have orgasm.",1,,,,,,,0,4,ssri
845,128,lexapro.128,2,Even with all the side effects I really think Lexapro is the right choice for me.,1,,1,,,,,0,4,ssri
846,128,lexapro.128,3,It has helped me so much and the depression and anxiety are gone.,,,1,,1,1,,0,4,ssri
847,129,lexapro.129,1,Severe night sweats.,1,,,,,,,0,4,ssri
848,129,lexapro.129,2,Helped with depression after postpartum but I am considering trying to stop due to severe night sweats & cost of Lexapro.,1,,1,,1,1,,0,4,ssri
849,130,lexapro.130,1,"Dry mouth, subsidized sex drive, first few weeks experienced tiredness and felt very foggy.",1,,,,,,,0,4,ssri
850,130,lexapro.130,2,I am 21 years old and this medicine has worked wonders for me.,,,1,,,,,0,4,ssri
851,130,lexapro.130,3,"I started this six months ago amidst a battle with depression, in addition to having bulimia and trichotillomania.",,,,,1,1,,0,4,ssri
852,130,lexapro.130,4,My weight issues have almost COMPLETELY disappeared (within weeks I saw differences) and the urge to pull my hair has dwindled.,,,1,,,,,0,4,ssri
853,130,lexapro.130,5,"I lost my mother three months ago, and I don't know what I would have done if I weren't already on Escitalopram.",,,1,,1,1,,0,4,ssri
854,130,lexapro.130,6,No urge to return to my old habits despite my unbelievable stress level.,,,1,,1,1,,0,4,ssri
855,130,lexapro.130,7,My benefits definitely outweigh the side effects,1,,1,,,,,0,4,ssri
856,131,lexapro.131,1,"Dry mouth the first month and then later bouts of extreme thirst, I think it also gives me headaches and neckaches, but I am not sure because I was diagnosed with migraines previous to this medicine.",1,,,,,,1,0,4,ssri
857,131,lexapro.131,2,"The side effects I have experienced when MISSING a dose or more are: jittery-ness, dizziness and vertigo, nausea, swells in mood, overall awful feeling.",,1,,,,,,0,4,ssri
858,131,lexapro.131,3,Would not recommend quitting cold turkey.,,,,,,,,1,4,ssri
859,131,lexapro.131,4,I've tried quite a few antidepressants and this one seems to be the one that handles my depression and I can live with the side effects.,1,,1,,1,1,,0,4,ssri
860,131,lexapro.131,5,"I have been on this in the past and gone off of it several times, but I have come to realize that this particular medicine significantly improves my life quality.",,,,,,,,1,4,ssri
861,131,lexapro.131,6,I am trying really hard to stay on it this time.,,,1,,,,,0,4,ssri
862,131,lexapro.131,7,"Some people have mentioned that this medicine doesn't work for mild depression, just major or suicidal depressives, I disagree.",,,,,,1,1,0,4,ssri
863,132,lexapro.132,1,"Dizziness, nausea, headache, foggy, loss of appetite, weight loss, increased irritability and anger,",1,,,,,,,0,4,ssri
864,133,lexapro.133,1,First two weeks but disappeared shortly afterwards .,,,,,,,,1,4,ssri
865,133,lexapro.133,2,"increase in anxiety, weird floating feeling, sweaty palms, nausea, heartburn, waking up in middle of night for no reason, sexual performance issues.",1,,,,1,,,0,4,ssri
866,133,lexapro.133,3,Side effects after first four months .,,,,,,,,1,4,ssri
867,133,lexapro.133,4,"weight gain, yawning fits, daytime sleepiness.",1,,,,,,,0,4,ssri
868,133,lexapro.133,5,"Before taking Lexapro, I was having panic attacks at least twice a week.",,,,,1,1,,0,4,ssri
869,133,lexapro.133,6,I went along hoping against hope that the panic attack I had one day would be the last one.,,,,,1,,,0,4,ssri
870,133,lexapro.133,7,I would go along a few days without one and then be so disappointed to have another one.,,,,,,,,1,4,ssri
871,133,lexapro.133,8,I was having a lot of these while driving and I was beginning to avoid driving to prevent them.,,,,,,,,1,4,ssri
872,133,lexapro.133,9,"It was getting quite debilitating because my work requires driving to different places at times, Now, for the 10 months I've been taking Lexapro, I've only had three instances where I could feel myself going into a panic attack .",,,1,,1,1,,0,4,ssri
873,133,lexapro.133,10,this is a huge decrease.,,,,,,,,1,4,ssri
874,133,lexapro.133,11,"This Lexapro treatment has at least allowed me to continue driving and going to work, Without it, I would be a mess right now.",,,1,,,,,0,4,ssri
875,133,lexapro.133,12,Most of the odd side effects went away the first few weeks after I started taking it.,,,,,,,,1,4,ssri
876,133,lexapro.133,13,The remaining side effects .,,,,,,,,1,4,ssri
877,133,lexapro.133,14,weight gain and sleepiness .,1,,,,,,,0,4,ssri
878,133,lexapro.133,15,I'm in the process right now of deciding whether or not I want to live with them.,,,,,,,,1,4,ssri
879,133,lexapro.133,16,The alternative right now would be having the weekly panic attacks again which I am in no mood to continue.,,,,,1,1,,0,4,ssri
880,133,lexapro.133,17,I also notice not worrying so much anymore about things .,,,1,,1,1,,0,4,ssri
881,133,lexapro.133,18,"I used to worry about everything, Problems don't seem so overwhelming.",,,1,,1,1,,0,4,ssri
882,133,lexapro.133,19,I also have noticed that I don't get so upset and rattled by other people's rudeness or nasty comments anymore.,,,1,,1,1,,0,4,ssri
883,133,lexapro.133,20,I'm more likely to just shrug them off and go on my merry way.,,,1,,,,,0,4,ssri
884,134,lexapro.134,1,"The first month is somewhat an experience, with varing degrees of dizziness, nausea, headaches and a feeling of not-being-right.",1,,,,,,,0,4,ssri
885,134,lexapro.134,2,"Once the Med had firmly taken hold of me, my life turned from one full of anxiety, fear and depression, too one of absolute fulfillment and happiness.",,,1,,1,1,,0,4,ssri
886,134,lexapro.134,3,"Six months on 20mg, decreasing to 10mg for 12 months.",,,,,,,,1,4,ssri
887,134,lexapro.134,4,"My final 3 months I was on 5mg, before whenning myself off completely.",,,,,,,,1,4,ssri
888,134,lexapro.134,5,"I experienced minor headaches, dizzienes and nausea for about 3 weeks period after my final 5mg.",,1,,,,,,0,4,ssri
889,134,lexapro.134,6,"Today I am happy, NORMAL and loving life.",,,1,,,,,0,4,ssri
890,134,lexapro.134,7,Use the drug correctly and it does it's job!,,,1,,,,,0,4,ssri
891,135,lexapro.135,1,"vivid dreams, no sex drive, dry mouth, i get sick when i drink alcohol.",1,,,,,,,0,4,ssri
892,135,lexapro.135,2,I'm bipolar and was experiencing major depression despite my antibipolar meds (which luckily stopped the manic episodes).,,,,,1,1,,0,4,ssri
893,135,lexapro.135,3,lexapro has caused NO mania and has really helped the depression-i no longer want to kill myself everyday.,,,1,,1,1,,0,4,ssri
894,135,lexapro.135,4,I kind of like having dreams-i never used to have them/remember them.,1,,,,,,,0,4,ssri
895,136,lexapro.136,1,"Teeth Clenching, Insomnia at night and exhaustion durring the day.",1,,,,,,,0,4,ssri
896,136,lexapro.136,2,"Reduced sex drive, 75% less ability to reach orgasm.",1,,,,,,,0,4,ssri
897,136,lexapro.136,3,I'm taking 10mg at night before I go to bed.,,,,,,,,1,4,ssri
898,136,lexapro.136,4,I find that at night I have a harder time falling asleep and then durring the day im exhausted.,1,,,,,,,0,4,ssri
899,136,lexapro.136,5,"I have the opposite of the ""weight gain"" problems as I seem to be losing weight now.",1,,,,,,,0,4,ssri
900,136,lexapro.136,6,I do have lethargy.,1,,,,,,,0,4,ssri
901,136,lexapro.136,7,where as I don't really want to do anything now durring the day.,1,,,,,,,0,4,ssri
902,136,lexapro.136,8,But overall im more stable.,,,1,,,,,0,4,ssri
903,136,lexapro.136,9,Much better then Zoloft which made me quite suicidal.,,,,,,,,1,4,ssri
904,137,lexapro.137,1,Killed my sex drive.,1,,,,,,,0,4,ssri
905,137,lexapro.137,2,"No libido whatsoever, Emotionless.",1,,,,,,,0,4,ssri
906,137,lexapro.137,3,"It helped my depression tremendously, but sexual side effects are severe in my case.",1,,1,,1,1,,0,4,ssri
907,138,lexapro.138,1,"Nausea, stomach upsets.",1,,,,,,,0,4,ssri
908,138,lexapro.138,2,I found lexapro was the best antidepressant for me.,,,1,,,,,0,4,ssri
909,138,lexapro.138,3,"Possible side affect was reduced sexual desire, but my doctor said this could be just from the depression and stress itself.",1,,,,1,1,,0,4,ssri
910,138,lexapro.138,4,Am returning to lexapro after trying pristiq because of said sexual problems.,,,,,,,,1,4,ssri
911,138,lexapro.138,5,Would rather be happy and not having sex than psychotic.,,,1,,,,,0,4,ssri
912,138,lexapro.138,6,:(,,,,,,,,1,4,ssri
913,139,lexapro.139,1,"nausea, loss of appetite, trouble sleeping.",1,,,,,,,0,4,ssri
914,139,lexapro.139,2,I initially took Lexapro at 10mg with my Wellbutrin in order to stop a debilitating depressive episode from progressing.,,,,,1,1,,0,4,ssri
915,139,lexapro.139,3,The side effects got better after 2 months.,1,,,,,,,0,4,ssri
916,139,lexapro.139,4,"Then I got lazy and wasn't consistent about taking it and whenever I tried to take it again I'd deal with horrible nausea, so I weaned off.",1,,,,,,,0,4,ssri
917,139,lexapro.139,5,"After about 4 months of being off, I noticed my irritability and anxiety increasing, so my new doc suggested a measly 2.5 mg dosage.",,,,,1,1,,0,4,ssri
918,139,lexapro.139,6,I'm dealing with mild nausea but feel the calming affects.,1,,1,,,,,0,4,ssri
919,139,lexapro.139,7,I need to hang in there.,,,,,,,,1,4,ssri
920,139,lexapro.139,8,BUT I think we all need to remember why we turned to anti-depressants in the first place .,,,,,,,,1,4,ssri
921,139,lexapro.139,9,because we were severely depressed or ridden with debilitating anxiety that affected us living a good quality of life.,,,,,1,,,0,4,ssri
922,139,lexapro.139,10,If life was better off the meds than perhaps you didn't need them as bad as others do.,,,,,,,,1,4,ssri
923,139,lexapro.139,11,"When my side effects are difficult to deal with, I remember that a debilitating major depressive episode, wanting to curl up and die, is FAR worse and I am thankful that I have options to help me live a normal life.",1,,1,,1,1,,0,4,ssri
924,140,lexapro.140,1,"All these happened the day of my first pill: Light headed, Dizzy, Extreme tiredness, Diarrhea, Jaw muscles tightening & clenching, Stuffy nose, migraine, Foggy, Zoning/trancelike, Apathy, Cold & chills, Trouble focusing eyes, Confusion, Nausea, Jaw clenching, Sweaty palms, Time/space discontinuity, Cant catch my breath, Tiredness or energetic, Memory loss, Tremors & twitching, Yawning, disorientation, Convulsions, 10mg.",1,,,,,,,0,4,ssri
925,140,lexapro.140,2,"I stopped after the 2nd day, but restarted on day 4 with half a pill (5mg).",,,,,,,,1,4,ssri
926,140,lexapro.140,3,Day 6 I went to 10mg.,,,,,,,,1,4,ssri
927,140,lexapro.140,4,"The side effects were severe, but diminished as time passed, and have become tolerable within 2-3 months.",1,,,,,,,0,4,ssri
928,140,lexapro.140,5,For me it became a question of balance: Lexapro side effects vs. depression and its side effects.,,,,,1,1,,0,4,ssri
929,140,lexapro.140,6,"After 1 1/2 years on Lexapro, I believe that it has a very short shelf life, less than 30 days, and is extremely sensitive to temperature/humidity fluctuations & extremes, Every month, when I'm down to my last 3-8 pills of my supply, I notice that I get depressed often and have sudden mood swings.",,,,1,1,1,,0,4,ssri
930,140,lexapro.140,7,This is consistent every month.,,,,,,,,1,4,ssri
931,140,lexapro.140,8,"When I start a 'new' 30 day batch of pills, I go through minor side effects for a few days.",1,,,,,,,0,4,ssri
932,140,lexapro.140,9,"I'm a stay-at-hme-dad of toddler & infant and am glad that I'm not depressed with anxiety while raising them, That said, I can't wait until I'm ready to stop, WEIGHT GAIN: 6,7%",1,,1,,1,1,,0,4,ssri
933,141,lexapro.141,1,"The first few days felt really great,mood wise.",,,1,,,,,0,4,ssri
934,141,lexapro.141,2,I had alot of dizziness and it was so bad I felt like passing out every time I yawned  (Sounds weird I Know).But that eventually stopped.,1,,,,,,,0,4,ssri
935,141,lexapro.141,3,It also killed sex drive.,1,,,,,,,0,4,ssri
936,141,lexapro.141,4,"It was distressing at first but within a few weeks my sex drive worked again,but at a much more ""normal"" rate,which I greatly appreciate, I feel I was to horny before.",1,,,,,,,0,4,ssri
937,141,lexapro.141,5,"I have had some weight gain,however my weight normally changes based on the time of year.",1,,,,,,,0,4,ssri
938,141,lexapro.141,6,During the school year I go to college while working at my job (cashiering) so I am always busy.,,,,,,,,1,4,ssri
939,141,lexapro.141,7,But during the summer I usually just work and relax.,,,,,,,,1,4,ssri
940,141,lexapro.141,8,"I also have a horrible mountain dew addiction,but my weight gain has been small and my clothes still fit so I am not all that upset.",1,,,,,,,0,4,ssri
941,141,lexapro.141,9,It's a very good drug.,,,1,,,,,0,4,ssri
942,141,lexapro.141,10,"It has calmed my anxiety down alot, before I could hardly bare to be social,social situations just scared me to death.",,,1,,1,1,,0,4,ssri
943,141,lexapro.141,11,I would usually leave class early because being around others gave such horrible panic attacks.,,,,,1,,,0,4,ssri
944,141,lexapro.141,12,Its been that way for as long as I can remember.,,,,,,,,1,4,ssri
945,141,lexapro.141,13,"I've been trying my best to bury my depression down,things in my past,such as abuse,rings I did not want to deal with.",,,,,1,,,0,4,ssri
946,141,lexapro.141,14,"Depression also runs in my family,my grandmother ,84, Has finally taken anti depressants.",,,,,1,,,0,4,ssri
947,141,lexapro.141,15,Amd now she's happier than ever.,,,,,,,,1,4,ssri
948,141,lexapro.141,16,"I hated reaching out for help,but I realized I did not want to live my whole life being as miserable as her,and wait until 84 to get help.",,,,,,,,1,4,ssri
949,141,lexapro.141,17,"The medication however is only a tool and I have to attend therapy,medication can't fix the abuse I've suffered,or my fear of men ad a resulting factor,that has to be dealt with in other ways and trying to bury it down just ate me up.",,,,,,,,1,4,ssri
950,141,lexapro.141,18,"I began to cut,and attempted suicide several times,I've been self harming since I was a kid.",,,,,1,,,0,4,ssri
951,141,lexapro.141,19,"ive been unable to be in health relationships because of my fears,and would someday like a to jave a decent relationship.",,,,,1,,,0,4,ssri
952,141,lexapro.141,20,But that part has to come from me.,,,,,,,,1,4,ssri
953,141,lexapro.141,21,"The lexapro did wonders in helping my moods,so I could get to a place where I could work on my issues.",,,1,,,,,0,4,ssri
954,142,lexapro.142,1,teeth grinding trouble sleeping.,1,,,,,,,0,4,ssri
955,142,lexapro.142,2,some days are better then other but for the most part it is working ok but could be better going to see doc in 2 weeks will see about moving up to 20 mg,,,1,,,,,0,4,ssri
956,143,lexapro.143,1,"naseua, lower sex drive, extreme fatigue.",1,,,,,,,0,4,ssri
957,143,lexapro.143,2,"After taking Wellbutrin for 6 months, it started to wear off.",,,,,,,,1,4,ssri
958,143,lexapro.143,3,"Within a week of taking this, I noticed a huge difference in my mood.",,,1,,,,,0,4,ssri
959,143,lexapro.143,4,I feel like myself and don't get upset or angry as easily.,,,1,,1,1,,0,4,ssri
960,143,lexapro.143,5,I can handle the side effects because I've felt so good over the past month.,1,,1,,,,,0,4,ssri
961,144,lexapro.144,1,lexapro worked well.,,,1,,,,,0,4,ssri
962,144,lexapro.144,2,felt more motivated Daily.,,,1,,,,,0,4,ssri
963,144,lexapro.144,3,had Insomnia so i took benadryl.,1,,,,,,,0,4,ssri
964,144,lexapro.144,4,loss of appetite,1,,,,,,,0,4,ssri
965,145,lexapro.145,1,"grogginess, nausea, dry mouth, frequent urination.",1,,,,,,,0,4,ssri
966,145,lexapro.145,2,"after 18 months, my body is well-adjusted to it and it helps a great deal with regulating my mood.",,,1,,,,,0,4,ssri
967,145,lexapro.145,3,"I take 20 mg at night, and drink lots of water during the day to counteract side-effects.",,,,,,,,1,4,ssri
968,145,lexapro.145,4,It increases the effect of alcohol and caffeine so I have to be careful with those.,1,,,,,,,0,4,ssri
969,145,lexapro.145,5,"But overall am happy with it, much better than Zoloft.",,,1,,,,,0,4,ssri
970,146,lexapro.146,1,"Loss of libido, Difficulty reaching orgasm, fatigue I feel tired most of the time, yawning, dry mouth,weight gain.",1,,,,,,,0,4,ssri
971,146,lexapro.146,2,I started taking 10 mg lexapro after I developed post natal depression.,,,,,1,1,,0,4,ssri
972,146,lexapro.146,3,I have suffered depression anxiety and panic attacks in the past.,,,,,1,,,0,4,ssri
973,146,lexapro.146,4,I found it very helpful.,,,1,,,,,0,4,ssri
974,146,lexapro.146,5,It made me feel so much better and completely stopped the anxiety and panic attacks.,,,1,,1,1,,0,4,ssri
975,146,lexapro.146,6,The biggest complaint I have is the fatigue and loss of sex drive/orgasm and weight gain.,1,,,,,,,0,4,ssri
976,146,lexapro.146,7,I am now taking 20mg.,,,,,,,,1,4,ssri
977,146,lexapro.146,8,I am now considering talking to my doctor about trying a different med.,,,,,,,,1,4,ssri
978,147,lexapro.147,1,"Drowsiness, anorgasmia (which may cause me to add or switch to Welbutrin).",1,,,,,,,0,4,ssri
979,147,lexapro.147,2,Saved my life.,,,1,,,,,0,4,ssri
980,147,lexapro.147,3,Feel good for the first time in 20 years.,,,1,,,,,0,4,ssri
981,148,lexapro.148,1,Mild itching and headaches.,1,,,,,,,0,4,ssri
982,148,lexapro.148,2,"I've refused antidepressants throughout my entire 4yr extremely physically and emotionally abusive marriage, but after also losing a pregnancy a few months ago, I needed help.",,,,,,,,1,4,ssri
983,148,lexapro.148,3,This medicine has saved my life.,,,1,,,,,0,4,ssri
984,148,lexapro.148,4,"I have finally left my marriage, regained my confidence and will to live.",,,,,,,,1,4,ssri
985,148,lexapro.148,5,"I see hope for my future, am more social than ever and feel happy for the first time in years.",,,1,,,,,0,4,ssri
986,148,lexapro.148,6,"With a strict exercise regimen, I have also managed to lose weight on my already small frame.",,,,,,,,1,4,ssri
987,148,lexapro.148,7,I was always anti drugs.,,,,,,,,1,4,ssri
988,148,lexapro.148,8,but hope people will read this and give this med a shot.,,,,,,,,1,4,ssri
989,148,lexapro.148,9,It is a godsend for me.,,,1,,,,,0,4,ssri
990,149,lexapro.149,1,"lose bowels, sexual side effects, Very effective, but if you miss a dose for 1-2 days, it can really cause problems (Dizziness, nausea)",1,1,1,,,,,0,4,ssri
991,150,lexapro.150,1,"Severe insomnia first week, almost constant nausea, migraines, intense panic first couple nights.",1,,,,,,,0,4,ssri
992,150,lexapro.150,2,all subsided within a week.,,,,,,,,1,4,ssri
993,150,lexapro.150,3,Lexapro has helped me immensely.,,,1,,,,,0,4,ssri
994,150,lexapro.150,4,I'm no longer worrying about the next time I'm going to get depressed or have a panic attack.,,,1,,1,1,,0,4,ssri
995,150,lexapro.150,5,"I feel like I finally know what it's like to be normal, and I'm so happy.",,,1,,,,,0,4,ssri
996,150,lexapro.150,6,I really feel like I've taken control of my life again.,,,1,,,,,0,4,ssri
997,150,lexapro.150,7,"I resisted taking this medicine at first, but decided it was for the best when my depression and anxiety started getting in the way of my functioning normally.",,,,,1,1,,0,4,ssri
998,150,lexapro.150,8,"I still don't like being on medicine, but I can't deny how much it has helped me.",,,1,,,,,0,4,ssri
999,151,lexapro.151,1,Decreased sex drive and ejaculation delay.,1,,,,,,,0,4,ssri
1000,151,lexapro.151,2,"Aside from that, it's been all good.",,,1,,,,,0,4,ssri
1001,151,lexapro.151,3,"Improvement in my morale has been great, I feel like my old self again!",,,1,,,,,0,4,ssri
1002,152,lexapro.152,1,"constipation, fatigue, weight gain, blocked tears and sad feelings that still existed inside of me.",1,,,1,1,!,,0,4,ssri
1003,152,lexapro.152,2,"I took Lexapro together with Wellbutrin to ""correct"" concurrent depression and anxiety.",,,,,1,1,,0,4,ssri
1004,152,lexapro.152,3,"At the time I started the drugs, I was in a major depression.",,,,,1,1,,0,4,ssri
1005,152,lexapro.152,4,Wellbutrin helped immediately to let me think entire thoughts again (without interruptions in my thinking because I felt so sad.),,,,,,,,1,4,ssri
1006,152,lexapro.152,5,Adding Lexapro improved my mood.,,,1,,,,,0,4,ssri
1007,152,lexapro.152,6,"I started at 5 mg and worked slowly up to 20 mg. After 2 years at 20 mg, my thoughts became bitchy and impatient again.",,,,1,,,,0,4,ssri
1008,152,lexapro.152,7,My psych recommended increasing the lexapro dosage to deal with it.,,,,,,,,1,4,ssri
1009,152,lexapro.152,8,I chose the opposite path: I tapered off both Lexapro and Wellbutrin and am focusing on nutrition and exercise to keep my mood steady and generally positive.,,,,,,,,1,4,ssri
1010,152,lexapro.152,9,Psychiatrist disagrees with my approach and says Lexapro is a drug for life.,,,,,,,,1,4,ssri
1011,152,lexapro.152,10,"I am sleeping more deeply now, without the intense anxious dreams that I had on the drugs.",1,,,,,,,0,4,ssri
1012,152,lexapro.152,11,"I will go back on them if I have to, as they did keep my super sad thoughts at bay.",,,1,,,,,0,4,ssri
1013,152,lexapro.152,12,Personally I think these drugs were a life saver to get me through,,,1,,,,,0,4,ssri
1014,153,lexapro.153,1,"Nausea (severe at times), occasional tremors, delayed orgasm, hot flashes.",1,,,,,,,0,4,ssri
1015,153,lexapro.153,2,The first time I took Lexy (10 mg) was terrifying.,,,,,,,,1,4,ssri
1016,153,lexapro.153,3,"I went to sleep, then woke up a couple hours later feeling extremely nauseous.",1,,,,,,,0,4,ssri
1017,153,lexapro.153,4,"All of the sudden a hot flash shot throughout my body, my heart skipped several beats, and I felt like I was going to die for a minute.",1,,,,,,,0,4,ssri
1018,153,lexapro.153,5,"I gradually calmed down and sweated profusely, That said, Lexy ain't all bad.",1,,,,,,,0,4,ssri
1019,153,lexapro.153,6,"I've been more socially confident, been told for the first time that I'm outgoing, and haven't had as much anxiety.",,,1,,1,1,,0,4,ssri
1020,153,lexapro.153,7,"My emotional range might be a little muted (I don't cry nearly as much), but I still feel like myself.",1,,1,,,,,0,4,ssri
1021,153,lexapro.153,8,Increased dosage to 15 mg a month ago.,,,,,,,,1,4,ssri
1022,153,lexapro.153,9,"I missed a dose yesterday, and now I'm nauseous, my abdomen is queasy, and I get occasional, incredibly uncomfortable waves of heat that shoot up from my stomach to my sternum.",,1,,,,,,0,4,ssri
1023,153,lexapro.153,10,"Although I took my missed dose this afternoon, the symptoms are lingering, Rather disturbing, and I wonder how the hell I'm going to get off this stuff, But Lexy's different for everyone, and it certainly has helped out with my anxiety.",,1,1,,1,1,,0,4,ssri
1024,153,lexapro.153,11,Keep an open mind.,,,,,,,,1,4,ssri
